id,text,target,language,HS,TR,AG,__index_level_0__
633,"@Education4Libs Yes, why didn't Hussein take care of #NoDACA instead of unlawful keep it going, allow illegal aliens to pour into USA bringing Muslims in the middle of the night. Called ISIS ""ISIL"" take pallets of CASH to our enemies, Trevon could be my s",mig,en,1,0,1,432
634,"Skinny is not always healthy, tell that to Hollywood.They wouldn't house the immigrants or refugees from Obama's wars n dare to say they hate Trump bc globalist democracy.Have they looked at Paris France lately.Poor People's Campaign should get more funding from Dem or Rep https://t.co/ck1UPycHsi",mig,en,1,0,0,433
635,"250 million africans and 60 million ""refugees"" can't just go to Germany and Europe. If they try to come anyway, it would be a declaration of war against entire Europe! Don't think about to cheat us and to play the ""rascist card"" forever!",mig,en,1,0,1,434
636,"Border Patrol rescues 15 undocumented immigrant and recovers one deceased in the Rio Grande Valley https://t.co/uWue7O0WTI…/ On Wednesday, agents responded to three separate calls from the Brooks County Sheriff’s Office (BCSO) regarding groups of subjects who were abandoned https://t.co/o46vjadaZF",mig,en,0,0,0,435
637,"@NowTmrwForever @thehill Exactly! They're cracking down on child trafficking, so ""Its too dangerous"" to get them back! #BUILDTHATWALL!!!!",mig,en,1,0,1,436
638,"#TakeAKnee trump's a chump! @KingJames is the real deal-helping so many on his journey through greatness! Even @FLOTUS can't stand #IQ45-stands to CLEAN UP while he's in prison. One hot, lucky #Immigrant babe! #OHi12 #VoteBlue @dannyoconnor1 in the #Columbus area. #BlueWave baby! https://t.co/mrUAUSR2AA",mig,en,0,0,0,437
639,@SaraCarterDC Another young life taken to soon in my circle! Within 2 months of each other! 26 yrs old. Both were clean for 10/12 their one last time killed them both. When do we hold these people accountable for murder! @realDonaldTrump #BuildThatWall,mig,en,1,0,1,438
640,Merkel: German govt is solid despite fight over migration https://t.co/HsMYpN1unW,mig,en,0,0,0,439
641,In Austria the elder people in homes need 4 Euro for food daily each. Now the goverment like to reduce the benefit for refugees to 5 Euro daily. Why refugees get more money than the originated citiziens ? https://t.co/bSBvU06HXL,mig,en,1,0,0,440
642,#DeportIllegalAliens Sanctuary Cities Government Aid (Taxpayer $$$) for Illegals No excuses#BuildThatWall #BuildThatDamnWall,mig,en,1,0,0,441
643,FREE T-SHIRT! Sign up to become a fundraiser for refugees by 11:59p PDT tonight and you’ll automatically receive a free t-shirt courtesy of our friends at @Sevenly. âž https://t.co/QzFjSqWwJ8 // (limited to those living in the U.S. 18 &amp; older) https://t.co/8Z5s53iRYl,mig,en,0,0,0,442
644,ICE detains Mexican man after speaking to newspapers about girlfriend's deportation https://t.co/G0Ola2b1qK #TheICEManCometh#MoreOfThisPlease#StopTheInvasion #TherIsMoreOfThemOutThere,mig,en,0,0,0,443
645,#Burundi—Nkurunziza’s envoy to the UN now recognizes that there was a crisis since 2015. He spent the last 3 years denying it. He now says it’s over &amp; all is well. He forgets:‘¢ 400K refugees outside Burundi‘¢ 2000+ victims who need justice‘¢3 million affected by hunger‘¢... https://t.co/lr30iPbGUk,mig,en,0,0,0,444
646,Problems mount for migrants on new Balkan route into EU https://t.co/8jT4z4toc3 via @IrishTimesWorld,mig,en,0,0,0,445
647,"@TheEconomist If immigration will not stopped in Europe, the refugees will destroy the welfare. This means streetfights and dead on European streets.",mig,en,1,0,1,446
648,How to train your refugee https://t.co/QXnxYkK1wQ,mig,en,1,0,1,447
649,"Azar: Health and Human Services has custody of 2,047 migrant kids https://t.co/XXsqykkGD9",mig,en,0,0,0,448
650,What happens when you shut off their supply at the border? https://t.co/kPf25awCZA https://t.co/fDHltpEGxg,mig,en,0,0,0,449
651,Sweden is an open country. For refugeeshousing they spend 32 MIO.USD. 3 houses for 3 wifes with 16 kids Sweden give for an islamist. https://t.co/JGuugAmvzX,mig,en,0,0,0,450
652,'Lawless Area': German police conducts raid at refugee center after mob ... https://t.co/Q0k2S2XtV9 via @YouTube,mig,en,0,0,0,451
653,Oh look another #IllegalAliens #libtard Radical Muslim terrorist who tries to kill Americans. Thanks to @CincyPD for killing that f***er & saving taxpayers for prison costs! #BuildThatWall,mig,en,1,0,1,452
654,The Cubans never assimilated in Miami. Thats why I left. #ThirdWorldCountry #StopTheInvasion,mig,en,1,0,1,453
655,Legal Immigrant Explains Why Trump Is Right On Illegal Immigration https://t.co/QW7DbqPvBB,mig,en,0,0,0,454
656,The Trump administration wants to target legal immigrants who use programs like Obamacare — and potentially block ... https://t.co/ajcE5ORuKm,mig,en,0,0,0,455
657,"When a person applies for assistance, Department of Health and Human Services reviews application and either grants or denies this assistance. If ""immigrants"" are using the  ""welfare"" they were granted... Did the @gop put #logic in a cage too? https://t.co/zqCUwJF2Cy",mig,en,0,0,0,456
658,Who took the immigrant children away from there parents are liable,mig,en,0,0,0,457
659,Illegal immigrant Muslim threatens to jump off building in Berlin If he is not recognized as refugee and receives welfare benefits and free housing - Free Speech Time - https://t.co/mRHkyd7n3W @ISupport_Israel,mig,en,0,0,0,458
660,When is a refugee not a refugee?  I think we need a definition of terms--or at least our government needs a... https://t.co/HC3zBnMBzp,mig,en,0,0,0,459
661,Video: Assad and Kind Syrians open it's door to genuine refugee https://t.co/4mM3VTn2Ez,mig,en,0,0,0,460
662,"@Jim_Jordan @SenateMajLdr @HouseGOP @freedomcaucus This waste of Money must be stopped!!!  #NoMoreRefugees   Keep telling us how SS is going Broke, while you toss $ out the window!! Stop p—-ing. on our backs &amp; telling us it’s Raining! https://t.co/J4r",mig,en,0,0,0,461
663,"ABVP was floated to bypass the ban on RSS. RSS was banned for spreading hate and bigotry through violence and terrorism. Part of ABVP DNA to go around beating up people, curtailing discussion etc #ABVPkaGundaraj DU #SendThemHome",mig,en,0,0,0,462
664,"Estrella Sanchez, formerly detained immigrant says, We still have so many detained. Ppl are coming here to better themselves or fleeing violence, to work, and they’re being detained just for that. #AbolishICE #ShutDownACDC #InsideAtlantasImmigrantCages https://t.co/gbHGjae3V9",mig,en,0,0,0,463
665,"@PutInBayDreamin @Phishie_Philly I would hate hate to own border property! Terrifying to see and know that was happening in my backyard! Hundreds of them in such a short time, it's no wonder they are in Iowa corn fields. Please #BuildThatWall Please for o",mig,en,1,0,1,464
666,"@Thomasjwhitmore @realDonaldTrump Tom, I am not arguing w results, I am disgusted that America business men/women chose to hire illegals in the first place. I believe this all started w a broken seasonal immigrant hiring system, loss of prevailing wage ru",mig,en,1,0,1,465
667,@RealDonaldTrump Dont Listen To #Democrats Illegal #immigration is NOT a Victimless Crime over 1.5 Million Citizens SSN used by Illegals according to the IRS they need to be turned over To  @ICEgov and Deported #Trump #MAGA #RedNationRising @AVIACUSA http,mig,en,0,0,0,466
668,"This is how simple it is, not only for wages, but for other nice things in our country - like universal health care. Not possible with this many illegal immigrants in the country along with porous borders and employers wanting unending flow of cheap labor. Consensus won't happen. https://t.co/qjdKRUvqEc",mig,en,1,0,0,467
669,So 58% of the British people support a long standing #BNP policy on #immigration https://t.co/nUhqf8T1yl,mig,en,0,0,0,468
670,#2baba #with refugees in company of deputy Representative Brigitte Eno Mukanga appeals for IDP support in Nigeria https://t.co/wgg5ZFU4FY,mig,en,0,0,0,469
671,EU supports 10-month protection programme in Tanzania refugee camps through @theIRC @ESASavechildren and @PlanGlobal https://t.co/y7LfKhc9wQ via @TheCitizenTZ #Withrefugees @tyrusmaina @drchorn_africaY,mig,en,0,0,0,470
672,The wall should have names of Americans who died in the hands of illegal immigration. As a reminder for why we are building it in the first place.,mig,en,1,0,0,471
673,Antonio Sabato Jr: I’m An Immigrant And I Support Trump’s Wall [VIDEO] https://t.co/qpj0DgMGEc,mig,en,0,0,0,472
674,"The earth, rutted deep from hundreds of wheels, churned raw by thousands of hooves, bore witness to the recent passing of a large immigrant party—all save one battered wagon that sat alone.  ❈HANGTOWN CREEK❈  https://t.co/EoWDPfl86C  #ACTION #ADVENTURE  FREE on #KindleUnlimited https://t.co/vS4560Gy2G",mig,en,0,0,0,473
675,Illegal Immigrant Suspected In Ohio Teen Rape Captured In Texas https://t.co/NvkZaAXOMW,mig,en,0,0,0,474
676,Hungary's latest attempt to demonize refugees and stoke xenophobia targets charities trying to help them - UN @Refugees https://t.co/I5uxv2QgSe https://t.co/haRYTVRhol,mig,en,0,0,0,475
677,"The Trump administration today demanded repeal of protections for unaccompanied immigrant children, calling them ‘loopholes.’ They are not low they are great but every once in awhile a genius comes along and gives me an idea that i use.....Special shout out to Candace Owens, told",mig,en,0,0,0,476
678,@ReaMon1815 Frontex the world’s biggest accountants. They love counting migrants. Too bad they don’t like securing the border. @euronews,mig,en,0,0,0,477
679,"@EURACTIV Open borders for Israel.!!ITs diversity that makes the middle east so peaceful.Israel NEEDS to take at least 500,000 refugees. Why have their closed their borders, yet preach 'diversity for the West????",mig,en,0,0,0,478
680,"How come Allah is not helping you it is up to Christian countries to  protect you feed you ,The countries hit by violence from islam take refugees in feed them etcPlease no more explaining about your hard times we are doing our best for uYes there is good and bad every where",mig,en,0,0,0,479
681,And on and it goes. #BUILDTHATWALL,mig,en,1,0,0,480
682,Why? Everywhere they go!! WHY?? Act like normal phucking people!!  #Scum #NoMoreRefugees https://t.co/xlitWTPmJ5,mig,en,1,0,0,481
683,"@realDonaldTrump #NoDACA #TuesdayThoughtsObama Used Dreamer Illegal AliensTo Defraud The American Dream#NoDACAdeal #AmericaFirst Clint Eastwood was mocked forhis 2012 RNC speech, yet the new#ObamaPainting confirms ObamaIS nothing but an empty chair.CLINT ",mig,en,1,0,0,482
684,"If the lefties disagree with you, you are a racist.  No matter the issue: taxes, immigrants, gender rights . . . https://t.co/nq5PxTWplU",mig,en,0,0,0,483
685,IDF murders non threatening protestors in Gaze https://t.co/Kv8yMXIGGy,mig,en,0,0,0,484
686,#Burundi opposition party @MsdBurundi sent the following letter to UN SG @antonioguterres. MSD alerts the UN on the harassment and dire humanitarian conditions of Burundian refugees who are in Tanzania. https://t.co/2gNP9Z8IDH,mig,en,0,0,0,485
687,You actually found them there so you’re the immigrant on the land you claim https://t.co/8XqJXzO4q1,mig,en,0,0,0,486
688,Dutch prisons are so empty they're being turned into homes for refugees https://t.co/wdiG5jrBqb via @wef,mig,en,0,0,0,487
689,Illegal Aliens Killed Two Search And Rescue Dogs In Texas wicked infernal barbarians have no place in society!#BuildTheWallNow #DeportThemAll #NoAmnesty#NoDACA#NoMs,mig,en,1,0,1,488
690,@DailyMail there is only one true question the Uk wants will immigration be stopped who ever promises this will win the uk vote,mig,en,1,0,0,489
691,"In New Orleans, .pPresenting results on immigrants and civic engagement project @ilctr @MasonCHSS https://t.co/fHUBLcX2ou",mig,en,0,0,0,490
692,"UNHCR aids return of over 2,000 Somali refugees from Yemen https://t.co/8eJK7wnqhh",mig,en,0,0,0,491
693,Yermasoyia offers to host unaccompanied refugee minors https://t.co/jMM6oepAlV https://t.co/nYbdVMsnNg,mig,en,0,0,0,492
694,"Twice-Deported Illegal Alien Buried Girlfriend In The Woods, Suspected Of Killing Her Still-Missing Toddler @realDonaldTrump @HouseGOP @SenateGOP #NoAmnesty #NoDACA #BuildTheWall #StopTheInvasion #FollowYourOath#KeepAmericaSafe",mig,en,1,0,1,493
695,Building Resilience Through Farming in Kenya https://t.co/TRaZQJuH3a #WithRefugees #Kakuma via @drckenya @UNHCR_Kenya @RCKDirector @refugeeaffairs @imaana102,mig,en,0,0,0,494
696,When was the Last time you heard of an active shooter or school shooting done by an illegal immigrant? That's because statistically it's angry white men. Probably Trump supporters.  You all believe whatever that moron says and it's ruining our democracy.  Don't you care? https://t.co/Rl3Y5KCghM,mig,en,0,0,0,495
697,"@ohshititseffy @Gaes De ETA (asesinos) hablamos despues de Franco, Manada, CataluÃ±a, migrantes.",mig,en,0,0,0,496
698,"About 38.000 illigal refugees stay in ISRAEL. 1425 are in prison. If they return now they get a gift: 3500 USD. If they forget to return, they will prosecuted.ISRAEL gives an exampel, how to do ! https://t.co/Ftiu5kLiwp",mig,en,1,0,1,497
699,Watch: Germany's Real Women's March against migrant violence and Islamism - Free Speech Time - https://t.co/KtV4GeFgOX @ISupport_Israel,mig,en,0,0,0,498
700,"Laughable... the police are stopping drivers to see if they’re wearing flip flops and issuing people with fines up to £2500... what a fucking disgrace, our police force are becoming a fucking joke..get out and nick these black gangs stabbing people and all the immigrant thieves!.",mig,en,1,0,1,499
701,@V_of_Europe Hungary has refused point blank to allowed any of these migrant ships into any of their ports and their coastguard are rock solid. The invaders need to be sent back from whence they came -period.,mig,en,1,0,1,500
702,The Ethiopia-Eritrea rapprochement: what does it mean for refugees? https://t.co/PL7NbrYzuI,mig,en,0,0,0,501
703,"Algeria, Egypt, Morocco &amp; Tunisia all reject EU proposal to set up disembarkation centers in north Africa for refugees &amp; migrants intercepted at sea, leaving Libya and its record of torturing &amp; indefinitely detaining them in atrocious conditions https://t.co/yTUBI1rZWJ https://t.co/Ecu1AR7b22",mig,en,0,0,0,502
704,Is this one of hard working immigrants just looking for a better life in the US that we hear about from the left all the time? #BuildTheWall #SendThemBack https://t.co/nWfAbO87R8,mig,en,1,0,0,503
705,Oh wait!!! Vacaciones en la guerra. 😂😂😂😂😂 The German Government Pays for 3 Week Vacation for Refugees to Go Home | Armstrong Economics https://t.co/lsvUmcaBla,mig,en,0,0,0,504
